日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率
2020-04-24,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1960.73,1961.45,1943.24,1947.19,-12.94,-0.66,2461.18,305.43,100.0,7.96
2020-04-27,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1950.16,1969.77,1948.16,1957.88,10.69,0.55,3119.01,342.14,100.0,8.02
2020-04-28,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1959.74,1960.17,1913.52,1945.49,-12.39,-0.63,3307.0,400.99,100.0,8.04
2020-04-29,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1945.41,1966.29,1945.21,1966.29,20.8,1.07,3197.85,436.05,100.0,8.14
2020-04-30,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1965.77,1984.62,1965.72,1982.09,15.8,0.8,3845.99,441.08,100.0,8.18
2020-05-06,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1961.66,1987.31,1960.58,1986.31,4.22,0.21,4141.21,487.55,100.0,8.4
2020-05-07,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1981.57,1986.0,1974.78,1984.02,-2.29,-0.11,2960.39,358.92,100.0,8.39
2020-05-08,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1991.32,2004.83,1988.42,2001.63,17.62,0.89,3146.47,400.21,100.0,8.45
2020-05-11,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2005.61,2012.5,1993.8,1999.87,-1.76,-0.09,3129.81,402.3,100.0,8.46
2020-05-12,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2000.48,2001.27,1983.61,1991.86,-8.01,-0.4,2510.47,315.86,100.0,8.43
2020-05-13,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1988.18,2002.3,1979.5,2001.18,9.32,0.47,2490.38,307.35,100.0,8.44
2020-05-14,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1995.26,1995.26,1977.71,1978.46,-22.72,-1.14,2508.11,313.22,100.0,8.36
2020-05-15,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1984.72,1987.34,1971.69,1974.92,-3.54,-0.18,2623.18,312.07,100.0,8.34
2020-05-18,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1979.2,1990.05,1968.82,1980.87,5.95,0.3,3024.1,351.9,100.0,8.36
2020-05-19,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1993.21,1997.41,1987.76,1992.66,11.79,0.6,2636.74,319.58,100.0,8.42
2020-05-20,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1991.12,1991.12,1979.76,1982.63,-10.03,-0.5,2568.62,303.65,100.0,8.41
2020-05-21,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1987.18,1988.49,1969.19,1971.26,-11.37,-0.57,2511.16,297.58,100.0,8.37
2020-05-22,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1970.79,1970.79,1935.14,1936.83,-34.43,-1.75,2974.45,374.66,100.0,8.21
2020-05-25,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1939.4,1946.43,1930.87,1946.37,9.54,0.49,2165.63,284.56,100.0,8.25
2020-05-26,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1952.31,1965.24,1949.86,1964.12,17.75,0.91,2222.92,270.59,100.0,8.29
2020-05-27,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1965.19,1973.45,1958.94,1967.15,3.03,0.15,2509.86,285.7,100.0,8.3
2020-05-28,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1968.82,1980.18,1954.43,1969.92,2.77,0.14,2642.11,318.98,100.0,8.36
2020-05-29,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1965.23,1970.39,1959.87,1967.72,-2.19,-0.11,2896.5,310.74,100.0,8.33
2020-06-01,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1974.88,2003.85,1974.88,2003.13,35.4,1.8,3300.88,432.93,100.0,8.47
2020-06-02,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2002.14,2005.34,1995.34,2005.32,2.19,0.11,3408.59,430.98,100.0,8.51
2020-06-03,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2008.85,2015.79,2000.63,2002.59,-2.73,-0.14,3596.1,466.07,100.0,8.52
2020-06-04,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2008.54,2008.82,1994.98,2002.2,-0.39,-0.02,2606.09,325.37,100.0,8.5
2020-06-05,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2002.67,2003.01,1987.0,1997.52,-4.68,-0.23,2366.29,320.21,100.0,8.51
2020-06-08,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2005.32,2011.62,2003.75,2006.58,9.06,0.45,3729.48,499.26,100.0,8.57
2020-06-09,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2008.39,2020.36,2004.56,2020.36,13.78,0.69,3065.49,393.12,100.0,8.61
2020-06-10,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2018.74,2018.81,2007.65,2013.04,-7.32,-0.36,2774.05,345.75,100.0,8.56
2020-06-11,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2012.84,2014.06,1989.04,1993.46,-19.58,-0.97,3366.47,430.43,100.0,8.43
2020-06-12,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1964.44,1994.89,1961.66,1990.5,-2.97,-0.15,3670.94,411.99,100.0,8.42
2020-06-15,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1980.49,1991.86,1973.68,1973.68,-16.81,-0.84,3717.66,514.57,100.0,9.23
2020-06-16,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1985.64,1994.73,1981.83,1993.94,20.25,1.03,2974.78,413.59,100.0,9.33
2020-06-17,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1994.11,1999.73,1989.0,1998.46,4.52,0.23,2797.29,392.17,100.0,9.32
2020-06-18,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,1997.15,2009.93,1991.81,2008.3,9.84,0.49,4329.75,503.89,100.0,9.34
2020-06-19,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2006.16,2021.22,2004.79,2016.85,8.55,0.43,4698.98,678.95,100.0,9.43
2020-06-22,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2013.46,2019.88,2005.62,2008.09,-8.76,-0.43,4775.98,623.53,100.0,9.4
2020-06-23,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2006.36,2008.83,1999.52,2005.3,-2.8,-0.14,3575.01,535.18,100.0,9.41
2020-06-24,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2003.83,2011.56,2002.83,2009.02,3.72,0.19,3638.03,511.04,100.0,9.46
2020-06-29,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2006.75,2009.5,1993.0,1998.13,-10.89,-0.54,4141.64,562.66,100.0,9.42
2020-06-30,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2002.78,2013.4,2002.41,2008.04,9.9,0.5,3698.05,505.67,100.0,9.41
2020-07-01,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2011.18,2043.9,2009.09,2043.53,35.49,1.77,5585.86,775.89,100.0,9.61
2020-07-02,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2038.2,2087.55,2037.32,2086.75,43.22,2.11,8218.43,1136.62,100.0,9.86
2020-07-03,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2095.5,2126.97,2095.39,2126.9,40.15,1.92,9402.16,1312.18,100.0,10.07
2020-07-06,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2153.03,2254.67,2153.03,2252.07,125.18,5.88,14817.41,1932.47,100.0,10.73
2020-07-07,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2285.81,2304.09,2245.78,2245.78,-6.3,-0.28,14184.89,1922.01,100.0,10.78
2020-07-08,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2241.09,2284.13,2228.15,2272.23,26.45,1.18,11716.88,1600.03,100.0,10.88
2020-07-09,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2270.54,2295.48,2259.6,2295.48,23.25,1.02,10932.86,1476.85,100.0,10.92
2020-07-10,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2277.37,2279.8,2236.51,2242.95,-52.53,-2.29,10146.71,1337.43,100.0,10.6
2020-07-13,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2237.7,2294.99,2236.39,2286.05,43.1,1.92,10595.83,1463.28,100.0,10.74
2020-07-14,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2281.65,2293.88,2239.93,2270.34,-15.71,-0.69,9032.58,1238.64,100.0,10.63
2020-07-15,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2270.31,2275.8,2220.69,2229.88,-40.45,-1.78,8253.19,1186.49,100.0,10.5
2020-07-16,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2227.86,2240.86,2154.52,2154.53,-75.35,-3.38,9144.65,1454.56,100.0,10.08
2020-07-17,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2156.9,2178.73,2137.74,2157.32,2.79,0.13,6536.62,1017.01,100.0,10.13
2020-07-20,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2170.4,2232.89,2170.31,2232.88,75.55,3.5,8339.71,1250.22,100.0,10.39
2020-07-21,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2243.14,2245.07,2217.83,2228.66,-4.22,-0.19,6589.74,956.72,100.0,10.39
2020-07-22,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2228.6,2260.94,2218.37,2229.98,1.32,0.06,7152.55,1005.51,100.0,10.39
2020-07-23,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2211.75,2224.9,2168.35,2208.81,-21.17,-0.95,7176.13,963.67,100.0,10.3
2020-07-24,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2201.19,2205.2,2122.17,2128.74,-80.07,-3.62,7604.19,1125.09,100.0,9.96
2020-07-27,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2138.37,2146.39,2119.48,2136.16,7.42,0.35,5184.94,722.54,100.0,9.98
2020-07-28,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2149.77,2158.43,2133.26,2143.31,7.15,0.33,4578.53,707.95,100.0,10.07
2020-07-29,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2138.72,2181.74,2127.68,2181.53,38.22,1.78,5763.92,854.05,100.0,10.23
2020-07-30,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2183.47,2191.72,2175.5,2179.02,-2.5,-0.11,4995.56,756.86,100.0,10.17
2020-07-31,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2174.82,2202.66,2155.9,2179.99,0.97,0.04,5652.19,814.44,100.0,10.18
2020-08-03,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2191.69,2215.49,2191.69,2215.29,35.3,1.62,6201.9,880.55,100.0,10.27
2020-08-04,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2220.02,2239.56,2208.71,2229.68,14.39,0.65,7656.61,1058.06,100.0,10.38
2020-08-05,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2221.69,2222.89,2196.42,2215.98,-13.71,-0.61,5561.87,766.48,100.0,10.3
2020-08-06,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2217.4,2226.7,2190.44,2219.26,3.28,0.15,6583.05,933.2,100.0,10.32
2020-08-07,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2213.74,2216.34,2175.7,2198.71,-20.55,-0.93,6302.07,927.72,100.0,10.22
2020-08-10,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2193.91,2226.2,2185.14,2217.14,18.44,0.84,6246.38,914.8,100.0,10.32
2020-08-11,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2219.65,2235.82,2195.3,2197.54,-19.6,-0.88,6429.67,948.1,100.0,10.27
2020-08-12,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2192.18,2201.01,2158.07,2190.54,-7.0,-0.32,6129.07,808.25,100.0,10.24
2020-08-13,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2196.6,2203.33,2189.81,2194.61,4.07,0.19,4099.8,557.35,100.0,10.23
2020-08-14,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2192.66,2218.09,2181.49,2217.04,22.43,1.02,4380.79,652.9,100.0,10.41
2020-08-17,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2226.34,2281.92,2226.34,2271.94,54.91,2.48,9247.76,1292.56,100.0,10.69
2020-08-18,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2278.26,2278.92,2262.85,2273.67,1.72,0.08,5832.98,837.89,100.0,10.69
2020-08-19,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2272.76,2282.53,2256.28,2257.81,-15.86,-0.7,5824.75,805.87,100.0,10.57
2020-08-20,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2245.46,2248.36,2223.64,2229.39,-28.41,-1.26,4945.12,657.35,100.0,10.43
2020-08-21,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2238.05,2250.12,2228.32,2242.58,13.19,0.59,3958.58,556.56,100.0,10.49
2020-08-24,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2247.89,2258.3,2240.36,2248.31,5.73,0.26,4398.95,648.29,100.0,10.5
2020-08-25,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2251.53,2261.53,2230.12,2236.2,-12.11,-0.54,4034.47,649.38,100.0,10.53
2020-08-26,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2234.11,2243.95,2206.1,2211.07,-25.13,-1.12,4424.14,666.26,100.0,10.45
2020-08-27,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2216.39,2225.06,2207.94,2223.11,12.04,0.54,3843.78,572.59,100.0,10.47
2020-08-28,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2220.67,2266.69,2215.72,2264.83,41.72,1.88,5405.62,908.58,100.0,10.69
2020-08-31,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2271.61,2287.84,2254.48,2255.86,-8.97,-0.4,7395.78,1108.1,100.0,10.65
2020-09-01,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2253.03,2262.19,2244.9,2262.19,6.33,0.28,4665.43,717.73,100.0,11.31
2020-09-02,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2266.62,2267.39,2239.83,2255.76,-6.43,-0.28,5182.12,735.14,100.0,11.26
2020-09-03,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2255.98,2271.64,2244.58,2251.17,-4.59,-0.2,4535.57,748.4,100.0,11.23
2020-09-04,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2223.26,2235.76,2217.9,2231.52,-19.66,-0.87,3934.29,647.77,100.0,11.12
2020-09-07,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2229.26,2243.16,2198.17,2201.23,-30.28,-1.36,4697.58,724.02,100.0,10.97
2020-09-08,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2205.55,2229.76,2203.17,2227.69,26.46,1.2,4443.6,727.6,100.0,11.08
2020-09-09,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2208.13,2219.25,2186.81,2190.98,-36.71,-1.65,4373.22,610.42,100.0,10.94
2020-09-10,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2206.33,2209.77,2171.2,2174.83,-16.15,-0.74,4351.03,604.66,100.0,10.96
2020-09-11,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2172.91,2183.38,2161.63,2181.03,6.2,0.29,3509.82,525.65,100.0,11.01
2020-09-14,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2185.99,2191.96,2175.82,2186.37,5.34,0.24,3180.05,534.6,100.0,11.08
2020-09-15,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2185.11,2193.94,2177.44,2192.67,6.29,0.29,2983.95,509.78,100.0,11.11
2020-09-16,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2191.5,2204.57,2186.4,2195.03,2.37,0.11,3097.4,483.55,100.0,11.06
2020-09-17,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2192.89,2204.42,2182.8,2194.07,-0.96,-0.04,3070.61,614.38,100.0,10.98
2020-09-18,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2196.08,2238.88,2195.15,2237.87,43.8,2.0,5596.0,897.61,100.0,11.25
2020-09-21,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2242.7,2243.21,2219.59,2223.33,-14.54,-0.65,3947.92,602.09,100.0,11.13
2020-09-22,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2206.18,2223.9,2189.47,2194.12,-29.21,-1.31,3732.3,533.35,100.0,11.02
2020-09-23,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2197.93,2199.97,2188.0,2191.26,-2.86,-0.13,2882.39,459.32,100.0,10.97
2020-09-24,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2181.84,2182.09,2151.01,2151.9,-39.35,-1.8,3710.73,525.98,100.0,10.83
2020-09-25,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2156.99,2160.56,2140.95,2150.2,-1.7,-0.08,2708.79,390.65,100.0,10.83
2020-09-28,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2155.01,2163.9,2147.26,2153.44,3.24,0.15,2778.34,394.64,100.0,10.9
2020-09-29,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2161.04,2169.41,2151.6,2152.83,-0.62,-0.03,2688.49,409.07,100.0,10.85
2020-09-30,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2156.59,2160.71,2133.63,2142.79,-10.04,-0.47,3070.04,469.18,100.0,10.84
2020-10-09,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2167.5,2183.3,2167.35,2176.07,33.28,1.55,3421.12,549.73,100.0,10.96
2020-10-12,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2184.82,2228.83,2184.29,2228.18,52.11,2.39,5352.26,834.09,100.0,11.26
2020-10-13,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2223.88,2232.39,2216.09,2231.23,3.04,0.14,3561.09,549.27,100.0,11.26
2020-10-14,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2228.13,2228.13,2216.2,2222.91,-8.32,-0.37,3298.11,515.22,100.0,11.22
2020-10-15,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2225.65,2238.03,2220.71,2227.49,4.58,0.21,3666.22,543.48,100.0,11.26
2020-10-16,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2227.52,2245.97,2227.52,2238.8,11.31,0.51,5358.94,648.59,100.0,11.31
2020-10-19,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2246.99,2268.62,2223.73,2227.15,-11.65,-0.52,5524.62,722.41,100.0,11.29
2020-10-20,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2224.51,2234.71,2217.26,2234.05,6.91,0.31,3684.07,532.01,100.0,11.32
2020-10-21,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2234.93,2247.83,2226.94,2245.63,11.58,0.52,3975.76,543.23,100.0,11.44
2020-10-22,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2239.68,2241.97,2224.68,2239.99,-5.64,-0.25,3544.75,560.32,100.0,11.42
2020-10-23,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2236.54,2255.02,2231.0,2232.94,-7.05,-0.31,4265.04,609.76,100.0,11.35
2020-10-26,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2229.27,2229.27,2209.9,2222.37,-10.57,-0.47,4276.58,656.38,100.0,11.21
2020-10-27,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2216.51,2220.41,2205.47,2215.02,-7.34,-0.33,3397.89,529.09,100.0,11.19
2020-10-28,931446,中证东方红红利低波动指数,东证红利低波,CSI Dongfanghong Dividend Low Volatility Index,DFH Dividend Low Volatility,2213.1,2221.9,2199.61,2215.55,0.53,0.02,3833.86,634.93,100.0,11.22
